127.0.0.1 - - [09/Mar/2015:03:43:49 +0000] "GET /p/users/queryAll HTTP/1.1" 200 66 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36"
127.0.0.1 - - [09/Mar/2015:03:47:52 +0000] "GET /p/users/queryAll HTTP/1.1" 200 66 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36"
127.0.0.1 - - [09/Mar/2015:13:30:55 +0000] "GET /p/users/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36"
127.0.0.1 - - [09/Mar/2015:13:31:35 +0000] "POST /p/users/updateUser HTTP/1.1" 200 415 "http://localhost:3000/p/users/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36"
127.0.0.1 - - [09/Mar/2015:13:31:44 +0000] "GET /p/users/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36"
::1 - - [31/Dec/2015:07:14:02 +0000] "GET / HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
::1 - - [31/Dec/2015:07:14:02 +0000] "GET / HTTP/1.1" 200 170 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
::1 - - [31/Dec/2015:07:14:02 +0000] "GET /favicon.ico HTTP/1.1" 404 1135 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
::1 - - [31/Dec/2015:07:14:57 +0000] "GET /p/users/addUser?name=xxd&age=123456 HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
::1 - - [31/Dec/2015:07:15:29 +0000] "GET /p/users/addUser?name=xxd&age=123456 HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
::1 - - [31/Dec/2015:07:16:55 +0000] "GET /p/users/queryAll HTTP/1.1" 200 2 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
::1 - - [31/Dec/2015:07:17:09 +0000] "GET /p/users/query?id=1 HTTP/1.1" 200 2 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
::1 - - [31/Dec/2015:07:17:16 +0000] "GET /p/users HTTP/1.1" 200 23 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
::1 - - [31/Dec/2015:08:01:54 +0000] "GET / HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
::1 - - [Thu, 31 Dec 2015 08:37:54 GMT] "GET / HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
::1 - - [Thu, 31 Dec 2015 08:37:54 GMT] "GET /favicon.ico HTTP/1.1" 404 1173 "http://localhost:1337/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
::1 - - [Thu, 31 Dec 2015 08:42:59 GMT] "GET /p/users/addUser?name=xxd&age=123456 HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
